Domain Name,Organization
la.ng.mil,Louisiana National Guard
ma.ng.mil,Massachusetts National Guard
ms.ng.mil,Mississippi National Guard
nc.ng.mil,North Carolina National Guard
ne.ng.mil,Nebraska National Guard
nm.ng.mil,New Mexico National Guard
ny.ng.mil,New York National Guard
or.ng.mil,Oregon National Guard
pa.ng.mil,"28th Infantry Division, Harrisburg, Pa."
ri.ng.mil,Rhode Island National Guard
wv.ng.mil,Unknown
nga.mil,National Geospatial-Intelligence Agency (NGA)
aerodata.nga.mil,Unknown
erecruit.nga.mil,Unknown
gds.nga.mil,Unknown
gdsustil.nga.mil,Unknown
ndwdsngwlvglf01.geo.nga.mil,Unknown
ndwdsngwlvglf02.geo.nga.mil,Unknown
websvcs.geo.nga.mil,Unknown
geoint.nga.mil,Unknown
geowebsvcs.geoint.nga.mil,Unknown
gis.geoint.nga.mil,Unknown
gis1.geoint.nga.mil,Unknown
gis2.geoint.nga.mil,Unknown
www1.geoint.nga.mil,Unknown
www2.geoint.nga.mil,Unknown
geointel.nga.mil,Unknown
gis.geointel.nga.mil,Unknown
gis1.geointel.nga.mil,Unknown
gis2.geointel.nga.mil,Unknown
pki.geointel.nga.mil,Unknown
www1.geointel.nga.mil,Unknown
www2.geointel.nga.mil,Unknown
www6.geointel.nga.mil,Unknown
www7.geointel.nga.mil,Unknown
gutswww.nga.mil,Unknown
gxisaccess.nga.mil,Unknown
nsgreg.nga.mil,Unknown
api.nsgreg.nga.mil,Unknown
gds.warp.nga.mil,Unknown
www1.nga.mil,National Geospatial-Intelligence Agency (NGA)
nicbr.mil,National Interagency Confederation for Biological Research (NICBR)
norad.mil,North American Aerospace Defense Command (NORAD) - Official Site
mail-pafb.noradnorthcom.mil,Unknown
passwordregistration.noradnorthcom.mil,Unknown
passwordreset.noradnorthcom.mil,Unknown
portal.noradnorthcom.mil,Unknown
portal-registration.noradnorthcom.mil,Unknown
register.noradnorthcom.mil,Unknown
selfservice.noradnorthcom.mil,Unknown
northcom.mil,Northern Command
cs-map.jtfcs.northcom.mil,Unknown
eoc.jtfcs.northcom.mil,Unknown
jims.jtfcs.northcom.mil,Unknown
ticket.jtfcs.northcom.mil,Unknown
webmail.jtfcs.northcom.mil,Unknown
sagecoop.northcom.mil,Unknown
sageearth.northcom.mil,Unknown
sagewind.northcom.mil,Unknown
osd.mil,Office of the Secretary of Defense
acq.osd.mil,"Acquisition, Technology and Logistics, Deputy Under Secretary of Defense for (AT&L;)"
sso.acq.osd.mil,Unknown
anthrax.osd.mil,Anthrax
cape.osd.mil,Cost Assessment and Program Evaluation (CAPE)
dac.cape.osd.mil,Unknown
defensemetawiki.cape.osd.mil,Unknown
jds.cape.osd.mil,Unknown
snap.cape.osd.mil,Unknown
cpms.osd.mil,DOD Civilian Personnel Management Service
lms.cpms.osd.mil,Unknown
midsummer.cpms.osd.mil,Unknown
defensetravel.osd.mil,Unknown
dtscdcwebgov.defensetravel.osd.mil,Unknown
denix.osd.mil,DoD Safety & Health
dmdc.osd.mil,Defense Manpower Data Center
myaccess.dmdc.osd.mil,Unknown
ucups.dmdc.osd.mil,Unknown
ucups-ss.dmdc.osd.mil,Unknown
contracting.dmea.osd.mil,Unknown
fermion.dmea.osd.mil,Unknown
files.dmea.osd.mil,Unknown
surveys.dmea.osd.mil,Unknown
visit.dmea.osd.mil,Unknown
dodcioext.osd.mil,Unknown
afnconnect.myafn.dodmedia.osd.mil,Unknown
login.myafn.dodmedia.osd.mil,Unknown
scdn.myafn.dodmedia.osd.mil,Unknown
secure.dodmedia.osd.mil,Unknown
dote.osd.mil,Director of Operational Test and Evaluation (DOT&E;)
extranet.dote.osd.mil,Unknown
fhp.osd.mil,Pandemic Infuenza
chembio.fhpr.osd.mil,Unknown
deploymenthealthlibrary.fhpr.osd.mil,Deployment Health and Family Readiness Library
gulflink.fhpr.osd.mil,Gulf War Medical Research Library (MedSearch)
mhaquiz.fhpr.osd.mil,Unknown
prosight.fhpr.osd.mil,Unknown
gulflink.osd.mil,Gulf War Illnesses (GulfLINK)
jpeocbd.osd.mil,Joint Program Executive Office For Chemical and Biological Defense (JPEO-CBD)
jacks.jpeocbd.osd.mil,Unknown
militaryfuneralhonors.osd.mil,"Funeral Honors, Military"
ousdi.osd.mil,Unknown
pae.osd.mil,Director of Program Analysis and Evaluation (PA&E;)
snap.pae.osd.mil,Unknown
pentagontours.osd.mil,Unknown
prext.osd.mil,Unknown
tricare.osd.mil,Tricare
ourmilitary.mil,Community Relations
pacom.mil,Pacific Command
jpac.pacom.mil,Joint POW/MIA Accounting Command
pdhealth.mil,Deployment Health Clinical Center (DHCC)
pentagon.mil,United States Department of Defense
arba.army.pentagon.mil,Army Review Boards Agency
dami.army.pentagon.mil,"U.S. Army Deputy Chief of Staff for Intelligence, G-2"
eeoa.army.pentagon.mil,Equal Employment Opportunity & Civil Rights Office
g357.army.pentagon.mil,Office of the Army G-3
jagc61-250.army.pentagon.mil,Unknown
enbossrasdev.ocar.army.pentagon.mil,Unknown
enbosssharepoint.ocar.army.pentagon.mil,Unknown
enbosssharepointdev.ocar.army.pentagon.mil,Unknown
enbossteamtrack.ocar.army.pentagon.mil,Unknown
enbossteamtrackdev.ocar.army.pentagon.mil,Unknown
enbossteamtracktest.ocar.army.pentagon.mil,Unknown
enbossteamtracktrain.ocar.army.pentagon.mil,Unknown
epasr.ocar.army.pentagon.mil,Unknown
epasrspdev.ocar.army.pentagon.mil,Unknown
epasrtt.ocar.army.pentagon.mil,Unknown
epasrttdev.ocar.army.pentagon.mil,Unknown
mysite.ocar.army.pentagon.mil,Unknown
ssoregistration.ocar.army.pentagon.mil,Unknown
ssoregistrationdev.ocar.army.pentagon.mil,Unknown
star.ocar.army.pentagon.mil,Unknown
stardev.ocar.army.pentagon.mil,Unknown
superstar.ocar.army.pentagon.mil,Unknown
superstardev.ocar.army.pentagon.mil,Unknown
usarbasops.ocar.army.pentagon.mil,Unknown
usarbasopsdev.ocar.army.pentagon.mil,Unknown
daig.pentagon.mil,Inspector General (OTIG)
hqda.pentagon.mil,Unknown
asp.hqda.pentagon.mil,Army Suggestion Program
dol.hqda.pentagon.mil,Directorate of Logistics-Washington
srleaders.hqda.pentagon.mil,Unknown
tioh.hqda.pentagon.mil,Heraldry (TIOH)
hornet.nlac.pentagon.mil,Unknown
pentagonchannel.mil,Pentagon Channel (News About the Department of Defense)
pfpa.mil,Pentagon Force Protection Agency (PFPA)
safehelpline.mil,Sexual Assault Prevention and Response Office
sapr.mil,Sexual Assault Prevention and Response (06/21/2005)
sigir.mil,Special Inspector General for Iraq Reconstruction (10/21/2005)
soc.mil,1st Battalion 10th Special Forces Group
legacy.soc.mil,Unknown
owa.soc.mil,Unknown
usasoc-owa.soc.mil,Unknown
socom.mil,Special Operations Command
sof.afsoc.socom.mil,Unknown
sof.apps.socom.mil,Unknown
sof.atl.socom.mil,Unknown
cimdps.socom.mil,Unknown
cimdps-maps.socom.mil,Unknown
ddc1uevxearax02.socom.mil,Unknown
ddc1uevxearwx01.socom.mil,Unknown
sof.eval.socom.mil,Unknown
sof.hq.socom.mil,Unknown
jsou.socom.mil,Unknown
legacy.socom.mil,Unknown
sof.marsoc.socom.mil,Unknown
sof.mysite.socom.mil,Unknown
navsoc.socom.mil,Naval Small Craft Instruction and Technical Training School
sof.navsoc.socom.mil,Unknown
sof.nsw.socom.mil,Unknown
sof.search.socom.mil,Unknown
sof.socnorth.socom.mil,Unknown
portal.socpac.socom.mil,Unknown
sof.socsouth.socom.mil,Unknown
sof.socom.mil,Unknown
sofwebmail.socom.mil,Unknown
sof.usasoc.socom.mil,Unknown
webapps.socom.mil,Unknown
southcom.mil,Southern Command
extranet.southcom.mil,Unknown
ayqcey03.hq.southcom.mil,Unknown
webmail.jtfgtmo.southcom.mil,Unknown
mysite.southcom.mil,Unknown
schq.southcom.mil,Unknown
schqanon.southcom.mil,Unknown
scwebmail.southcom.mil,Unknown
www2.southcom.mil,USAG Miami
stratcom.mil,Strategic Command
mercury.stratcom.mil,Unknown
vela.stratcom.mil,Unknown
transcom.mil,Transportation Command
logbook.transcom.mil,Unknown
sms.transcom.mil,Unknown
trac2es.transcom.mil,Unknown
extasd.exercise.trac2es.transcom.mil,Unknown
extass.exercise.trac2es.transcom.mil,Unknown
tasd.trac2es.transcom.mil,Unknown
tass.trac2es.transcom.mil,Unknown
trac2es-prdsss.trac2es.transcom.mil,Unknown
trac2eslbs2.trac2es.transcom.mil,Unknown
trac2eswbt.trac2es.transcom.mil,Unknown
tricare.mil,Tricare
uscg.mil,Coast Guard
auxlearning.uscg.mil,Unknown
cgcart.uscg.mil,Unknown
cgcarttrain.uscg.mil,Unknown
cgmix.uscg.mil,Unknown
cgpaas.uscg.mil,Unknown
pki.cgpaas.uscg.mil,Unknown
cgpaassupport.uscg.mil,Unknown
cgrats.uscg.mil,Unknown
cgrri.uscg.mil,Unknown
cgvis.uscg.mil,Unknown
egis-e.uscg.mil,Unknown
elearning.uscg.mil,Unknown
etesting.uscg.mil,Unknown
fincen.uscg.mil,"Coast Guard Finance Center, Chesapeake, VA"
npfc.uscg.mil,Unknown
osc-xgate-05.uscg.mil,Unknown
reserve.uscg.mil,U.S. Coast Guard Reserve homepage
surveys.uscg.mil,Unknown
thinktank.uscg.mil,Unknown
usfk.mil,U.S. Forces Korea
usmc.mil,U.S. Marine Corps
intranet1.22meu.usmc.mil,Unknown
intranet1.26meu.usmc.mil,Unknown
29palms.usmc.mil,"USMC Air Ground Combat Center Twentynine Palms, CA"
intranet1.2dmardiv.usmc.mil,Unknown
intranet1.2dmaw.usmc.mil,Unknown
intranet1.2dmeb.usmc.mil,Unknown
intranet1.2dmlg.usmc.mil,Unknown
autodiscover.usmc.mil,Unknown
bic.usmc.mil,Blount Island Command
cas-euaf.usmc.mil,Unknown
eis.usmc.mil,Unknown
geofidelis.usmc.mil,Unknown
clnr.hqi.usmc.mil,Unknown
itprocurement.hqi.usmc.mil,Unknown
clc2s-spmagtf.iimef.usmc.mil,Unknown
intranet1.iimef.usmc.mil,Unknown
il.usmc.mil,Unknown
legacymail.jp.usmc.mil,Unknown
webmail.jp.usmc.mil,Unknown
manpower.usmc.mil,Marine Stop Loss
tfrs.manpower.usmc.mil,Unknown
ipas.marcorsyscom.usmc.mil,Unknown
irr.marforres.usmc.mil,Unknown
portal.marforres.usmc.mil,Unknown
mcrcmail.marines.usmc.mil,Unknown
mcbh.usmc.mil,Helicopter Anti-Submarine Squadron Light THREE SEVEN (HSL-37)
tfsms.mccdc.usmc.mil,Unknown
www2.listserv.mccll.usmc.mil,Unknown
arts.mceits.usmc.mil,Unknown
mars.mceits.usmc.mil,Unknown
sams.mceits.usmc.mil,Unknown
tfdw-web.mceits.usmc.mil,Unknown
albany.mcieast.usmc.mil,Unknown
beaufort.mcieast.usmc.mil,Unknown
blountisland.mcieast.usmc.mil,Unknown
cherrypoint.mcieast.usmc.mil,Unknown
intranet.mcieast.usmc.mil,Unknown
lejeune.mcieast.usmc.mil,Unknown
mcafquantico.mcieast.usmc.mil,Unknown
newriver.mcieast.usmc.mil,Unknown
www1.mcieast.usmc.mil,Unknown
mcrc.usmc.mil,Unknown
arts.mcsc.usmc.mil,Unknown
legacyapps.mcsc.usmc.mil,Unknown
cas-east.mcw.usmc.mil,Unknown
cas-mfe.mcw.usmc.mil,Unknown
mol.usmc.mil,Distribution Magnement Office CLNC
webmail.nmci.usmc.mil,Unknown
oa.usmc.mil,Unknown
saar.usmc.mil,Unknown
techpubs.usmc.mil,Unknown
legacymail.us.usmc.mil,Unknown
oa.us.usmc.mil,Unknown
webmail.us.usmc.mil,Unknown
webmail.usmc.mil,Unknown
yuma.usmc.mil,Marine Corps Air Station Yuma
idistribute.ustranscom.mil,Unknown
igc.ustranscom.mil,Unknown
igc-a.ustranscom.mil,Unknown
igc-p.ustranscom.mil,Unknown
its.ustranscom.mil,Unknown
logbook.ustranscom.mil,Unknown
sms.ustranscom.mil,Unknown
trac2es.ustranscom.mil,Unknown
tasp.trac2es.ustranscom.mil,Unknown
tidmp.trac2es.ustranscom.mil,Unknown
usuhs.mil,Uniformed Services University of the Health Sciences
bic2.usuhs.mil,Unknown
bicapp.usuhs.mil,Unknown
mdl.usuhs.mil,Unknown
mdlcalendar.usuhs.mil,Unknown
usuexweb.usuhs.mil,Unknown
vaccines.mil,Anthrax Vaccine Immunization Program
warriorcare.mil,Warrior Care
whitepages.mil,Unknown
whs.mil,Employee Verification
afcommission.whs.mil,National Commission on the Structure of the Air Force
dps.whs.mil,Unknown
fepaas.whs.mil,Unknown
pki.fepaas.whs.mil,Unknown
fepaassupport.whs.mil,Unknown
prwebdb.whs.mil,Unknown
safehelpline.mil,Unknown
